ORDER_SHOP_CD,Surface_COMMERC,Emplacement_PDV,Coord_L2E_II_X,Coord_L2E_II_Y
92110FR8-1,80.0,CV,597584.0,2433881.0
52100FS3-1,134.0,CV,792686.0,2407454.0
22PHSEPLER,77.0,CC,223623.0,2405139.0
89PHSEJOIG,72.0,CC,677796.0,2331706.0
20MOBICORT,53.0,CV,1163421.0,1724247.0
56PHSEPLOE,145.0,CC,245868.0,2337250.0
17100FP1-2,126.0,CV,368975.0,2087197.0
62PHSESTPO,181.0,CV,599992.0,2598548.0
93000FX1-1,118.0,CC,606340.0,2435680.0
3400000X-5,123.0,CV,724585.0,1846352.0
30200FX9-1,97.0,CV,782943.0,1909663.0
07MOBIDAVE,105.0,CC,784804.0,2030980.0
21PHSECHAT,51.0,CC,767280.0,2320919.0
33380KRO-5,70.0,CC,338374.0,1965166.0
50PHSECOUT,115.0,CV,323566.0,2456801.0
62407FA8-5,149.0,CC,645711.0,2602186.0
61100FM7-2,184.0,CV,386331.0,2420629.0
76PHSENEUF,37.0,CV,535503.0,2526587.0
76PHSEROUE,170.0,CV,509579.0,2494618.0
74PHSEETRE,156.0,CC,900654.0,2138706.0
59650FG6-1,122.0,CC,656289.0,2625050.0
51350FL4-5,60.0,CC,725159.0,2470024.0
69371FL7-4,86.0,CC,797637.0,2082822.0
50PHSEGRAN,66.0,CV,311377.0,2433768.0
92DISIDAMS,61.0,CV,592520.0,2426877.0
44PHSEGUER,248.0,CC,241099.0,2269594.0
13300FE3-2,127.0,CV,822837.0,1852647.0
01PHSETHOI,75.0,CC,881960.0,2143143.0
33MOBILEPI,90.0,CC,366070.0,1999497.0
59PHSEHAZE,65.0,CV,614023.0,2636460.0
76190FC9-4,65.0,CV,485435.0,2514624.0
93PHSEVILL,76.0,CC,600550.0,2439070.0
29603FT2-4,267.0,CV,95551.0,2399014.0
57PHSEFORB,55.0,CV,932901.0,2475180.0
20220FE8-8,101.0,CV,1142219.0,1759319.0
38PHSEIRON,24.0,CC,853831.0,2048081.0
42328FE6-3,136.0,CV,734287.0,2116837.0
06402FH3-0,270.0,CV,978635.0,1850211.0
94PHSENOGE,43.0,CV,610900.0,2426530.0
726508U6-H,110.0,CC,438762.0,2340592.0
23011FX3-3,107.0,CV,564132.0,2129997.0
52MOBICHAU,106.0,CV,808812.0,2349671.0
34MOBIVEDA,0.0,CC,722220.0,1842289.0
17200FP1-1,195.0,CV,337714.0,2074998.0
60PHSECOMP,71.0,CC,632394.0,2490267.0
71100EE4-P,155.0,CC,792768.0,2200246.0
59777FH9-4,101.0,CC,652324.0,2627270.0
02208FT9-5,154.0,CV,672043.0,2487442.0
71400FB3-2,72.0,CV,749316.0,2218377.0
64601FA6-4,163.0,CC,289333.0,1839417.0
41200FP6-2,79.0,CV,555276.0,2262270.0
35000FZ9-A,176.0,CC,300717.0,2350295.0
39MOBIESPA,78.0,CV,872882.0,2200086.0
68110UU0-4,104.0,CC,978119.0,2320225.0
29200FT2-2,143.0,CC,96917.0,2400536.0
59508FV8-5,158.0,CV,653201.0,2597210.0
59280FH9-1,75.0,CV,638567.0,2632770.0
93PHSERONY,168.0,CC,610364.0,2431657.0
49421FU7-3,129.0,CC,416359.0,2254201.0
19PHSEBRIV,139.0,CC,532958.0,2016499.0
65PHSEIBOS,208.0,CC,411048.0,1806886.0
56MOBIPLOE,50.0,CV,246356.0,2336456.0
10PHSTTROY,90.0,CV,728915.0,2367759.0
21000FT4-A,133.0,CV,804059.0,2261605.0
60PHSENOGE,84.0,CC,610623.0,2474960.0
76500FC9-3,91.0,CV,503094.0,2477717.0
55100FE7-2,118.0,CV,822455.0,2466907.0
57311FH5-3,143.0,CV,878433.0,2491283.0
44000EDM-1,182.0,CV,305277.0,2253556.0
02MOBICHAU,56.0,CV,663906.0,2513193.0
38PHSEGRE1,134.0,CC,867028.0,2023273.0
50470FP2-A,192.0,CC,315355.0,2518904.0
75PHSEOUEN,21.0,CV,599351.0,2432834.0
74MOBICHAM,26.0,CV,951644.0,2112690.0
36MOBICONN,117.0,CC,554123.0,2199116.0
69MOBITARA,37.0,CV,762664.0,2101726.0
69PHSEDARD,74.0,CC,788933.0,2093857.0
66MOBIFONT,41.0,CV,575498.0,1722326.0
